order_id,ship_postal_code,ship_address,freight,order_date,ship_region,ship_city,shipped_date,ship_name,employee_id,ship_country,required_date,customer_id,ship_via
10423,04876-786,"Av. Brasil, 442",24.5,1997-01-23,SP,Campinas,1997-02-24,Gourmet Lanchonetes,6,Brazil,1997-02-06,GOURL,3
10424,H1J 1C3,43 rue St. Laurent,370.609985,1997-01-23,Québec,Montréal,1997-01-27,Mère Paillarde,7,Canada,1997-02-20,MEREP,2
10425,31000,1 rue Alsace-Lorraine,7.92999983,1997-01-24,SP,Toulouse,1997-02-14,La maison d'Asie,6,France,1997-02-21,LAMAI,2
10426,8022,"Rambla de Cataluña, 23",18.6900005,1997-01-27,SP,Barcelona,1997-02-06,Galería del gastronómo,4,Spain,1997-02-24,GALED,1
10427,5020,Geislweg 14,31.2900009,1997-01-27,SP,Salzburg,1997-03-03,Piccolo und mehr,4,Austria,1997-02-24,PICCO,2
10428,42100,Strada Provinciale 124,11.0900002,1997-01-28,SP,Reggio Emilia,1997-02-04,Reggiani Caseifici,7,Italy,1997-02-25,REGGC,1
10429,83720,8 Johnstown Road,56.6300011,1997-01-29,Co. Cork,Cork,1997-02-07,Hungry Owl All-Night Grocers,3,Ireland,1997-03-12,HUNGO,2
10430,8010,Kirchgasse 6,458.779999,1997-01-30,SP,Graz,1997-02-03,Ernst Handel,4,Austria,1997-02-13,ERNSH,1
10431,T2F 8M4,23 Tsawassen Blvd.,44.1699982,1997-01-30,BC,Tsawassen,1997-02-07,Bottom-Dollar Markets,4,Canada,1997-02-13,BOTTM,2
10432,82520,P.O. Box 555,4.34000015,1997-01-31,WY,Lander,1997-02-07,Split Rail Beer & Ale,3,USA,1997-02-14,SPLIR,2
10433,1756,Estrada da saúde n. 58,73.8300018,1997-02-03,SP,Lisboa,1997-03-04,Princesa Isabel Vinhos,3,Portugal,1997-03-03,PRINI,3
10434,S-844 67,Åkergatan 24,17.9200001,1997-02-03,SP,Bräcke,1997-02-13,Folk och fä HB,3,Sweden,1997-03-03,FOLKO,2
10435,WX1 6LT,Berkeley Gardens 12  Brewery,9.21000004,1997-02-04,SP,London,1997-02-07,Consolidated Holdings,8,UK,1997-03-18,CONSH,2
10436,67000,"24, place Kléber",156.660004,1997-02-05,SP,Strasbourg,1997-02-11,Blondel père et fils,3,France,1997-03-05,BLONP,2
10437,90110,Torikatu 38,19.9699993,1997-02-05,SP,Oulu,1997-02-12,Wartian Herkku,8,Finland,1997-03-05,WARTH,1
10438,44087,Luisenstr. 48,8.23999977,1997-02-06,SP,Münster,1997-02-14,Toms Spezialitäten,3,Germany,1997-03-06,TOMSP,2
10439,H1J 1C3,43 rue St. Laurent,4.07000017,1997-02-07,Québec,Montréal,1997-02-10,Mère Paillarde,6,Canada,1997-03-07,MEREP,3
10440,83720,187 Suffolk Ln.,86.5299988,1997-02-10,ID,Boise,1997-02-28,Save-a-lot Markets,4,USA,1997-03-10,SAVEA,2
10441,99508,2743 Bering St.,73.0199966,1997-02-10,AK,Anchorage,1997-03-14,Old World Delicatessen,3,USA,1997-03-24,OLDWO,2
10442,8010,Kirchgasse 6,47.9399986,1997-02-11,SP,Graz,1997-02-18,Ernst Handel,3,Austria,1997-03-11,ERNSH,2
10443,42100,Strada Provinciale 124,13.9499998,1997-02-12,SP,Reggio Emilia,1997-02-14,Reggiani Caseifici,8,Italy,1997-03-12,REGGC,1
10444,S-958 22,Berguvsvägen  8,3.5,1997-02-12,SP,Luleå,1997-02-21,Berglunds snabbköp,3,Sweden,1997-03-12,BERGS,3
10445,S-958 22,Berguvsvägen  8,9.30000019,1997-02-13,SP,Luleå,1997-02-20,Berglunds snabbköp,3,Sweden,1997-03-13,BERGS,1
10446,44087,Luisenstr. 48,14.6800003,1997-02-14,SP,Münster,1997-02-19,Toms Spezialitäten,6,Germany,1997-03-14,TOMSP,1
10447,02389-890,"Av. Copacabana, 267",68.6600037,1997-02-14,RJ,Rio de Janeiro,1997-03-07,Ricardo Adocicados,4,Brazil,1997-03-14,RICAR,2
10448,1010,Av. del Libertador 900,38.8199997,1997-02-17,SP,Buenos Aires,1997-02-24,Rancho grande,4,Argentina,1997-03-17,RANCH,2
10449,67000,"24, place Kléber",53.2999992,1997-02-18,SP,Strasbourg,1997-02-27,Blondel père et fils,3,France,1997-03-18,BLONP,2
10450,69004,"2, rue du Commerce",7.23000002,1997-02-19,SP,Lyon,1997-03-11,Victuailles en stock,8,France,1997-03-19,VICTE,2
10451,01307,Taucherstraße 10,189.089996,1997-02-19,SP,Cunewalde,1997-03-12,QUICK-Stop,4,Germany,1997-03-05,QUICK,3
10452,83720,187 Suffolk Ln.,140.259995,1997-02-20,ID,Boise,1997-02-26,Save-a-lot Markets,8,USA,1997-03-20,SAVEA,1
10453,CO7 6JX,Brook Farm Stratford St. Mary,25.3600006,1997-02-21,Essex,Colchester,1997-02-26,Around the Horn,1,UK,1997-03-21,AROUT,2
10454,31000,1 rue Alsace-Lorraine,2.74000001,1997-02-21,SP,Toulouse,1997-02-25,La maison d'Asie,4,France,1997-03-21,LAMAI,3
10455,90110,Torikatu 38,180.449997,1997-02-24,SP,Oulu,1997-03-03,Wartian Herkku,8,Finland,1997-04-07,WARTH,2
10456,14776,Maubelstr. 90,8.11999989,1997-02-25,SP,Brandenburg,1997-02-28,Königlich Essen,8,Germany,1997-04-08,KOENE,2
10457,14776,Maubelstr. 90,11.5699997,1997-02-25,SP,Brandenburg,1997-03-03,Königlich Essen,2,Germany,1997-03-25,KOENE,1
10458,B-6000,"Boulevard Tirou, 255",147.059998,1997-02-26,SP,Charleroi,1997-03-04,Suprêmes délices,7,Belgium,1997-03-26,SUPRD,3
10459,69004,"2, rue du Commerce",25.0900002,1997-02-27,SP,Lyon,1997-02-28,Victuailles en stock,4,France,1997-03-27,VICTE,2
10460,S-844 67,Åkergatan 24,16.2700005,1997-02-28,SP,Bräcke,1997-03-03,Folk och fä HB,8,Sweden,1997-03-28,FOLKO,1
10461,3508,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,148.610001,1997-02-28,Lara,Barquisimeto,1997-03-05,LILA-Supermercado,1,Venezuela,1997-03-28,LILAS,3
10462,WX1 6LT,Berkeley Gardens 12  Brewery,6.17000008,1997-03-03,SP,London,1997-03-18,Consolidated Holdings,2,UK,1997-03-31,CONSH,1
10463,B-6000,"Boulevard Tirou, 255",14.7799997,1997-03-04,SP,Charleroi,1997-03-06,Suprêmes délices,5,Belgium,1997-04-01,SUPRD,3
10464,1675,Jardim das rosas n. 32,89.0,1997-03-04,SP,Lisboa,1997-03-14,Furia Bacalhau e Frutos do Mar,4,Portugal,1997-04-01,FURIB,2
10465,8200,Smagsloget 45,145.039993,1997-03-05,SP,Århus,1997-03-14,Vaffeljernet,1,Denmark,1997-04-02,VAFFE,3
10466,05432-043,"Av. dos Lusíadas, 23",11.9300003,1997-03-06,SP,Sao Paulo,1997-03-13,Comércio Mineiro,4,Brazil,1997-04-03,COMMI,1
10467,24100,Via Ludovico il Moro 22,4.92999983,1997-03-06,SP,Bergamo,1997-03-11,Magazzini Alimentari Riuniti,8,Italy,1997-04-03,MAGAA,2
10468,14776,Maubelstr. 90,44.1199989,1997-03-07,SP,Brandenburg,1997-03-12,Königlich Essen,3,Germany,1997-04-04,KOENE,3
10469,98124,1029 - 12th Ave. S.,60.1800003,1997-03-10,WA,Seattle,1997-03-14,White Clover Markets,1,USA,1997-04-07,WHITC,1
10470,13008,"12, rue des Bouchers",64.5599976,1997-03-11,SP,Marseille,1997-03-14,Bon app',4,France,1997-04-08,BONAP,2
10471,EC2 5NT,Fauntleroy Circus,45.5900002,1997-03-11,SP,London,1997-03-18,B's Beverages,2,UK,1997-04-08,BSBEV,3
10472,OX15 4NB,90 Wadhurst Rd.,4.19999981,1997-03-12,SP,London,1997-03-19,Seven Seas Imports,8,UK,1997-04-09,SEVES,1
10473,PO31 7PJ,Garden House Crowther Way,16.3700008,1997-03-13,Isle of Wight,Cowes,1997-03-21,Island Trading,1,UK,1997-03-27,ISLAT,3
10474,05033,Calle Dr. Jorge Cash 321,83.4899979,1997-03-13,SP,México D.F.,1997-03-21,Pericles Comidas clásicas,5,Mexico,1997-04-10,PERIC,2
10475,B-6000,"Boulevard Tirou, 255",68.5199966,1997-03-14,SP,Charleroi,1997-04-04,Suprêmes délices,9,Belgium,1997-04-11,SUPRD,1
10476,5022,Carrera 22 con Ave. Carlos Soublette #8-35,4.40999985,1997-03-17,Táchira,San Cristóbal,1997-03-24,HILARION-Abastos,8,Venezuela,1997-04-14,HILAA,3
10477,1756,Estrada da saúde n. 58,13.0200005,1997-03-17,SP,Lisboa,1997-03-25,Princesa Isabel Vinhos,5,Portugal,1997-04-14,PRINI,2
10478,69004,"2, rue du Commerce",4.80999994,1997-03-18,SP,Lyon,1997-03-26,Victuailles en stock,2,France,1997-04-01,VICTE,3
10479,87110,2817 Milton Dr.,708.950012,1997-03-19,NM,Albuquerque,1997-03-21,Rattlesnake Canyon Grocery,3,USA,1997-04-16,RATTC,3
10480,59000,"184, chaussée de Tournai",1.35000002,1997-03-20,SP,Lille,1997-03-24,Folies gourmandes,6,France,1997-04-17,FOLIG,2
10481,02389-890,"Av. Copacabana, 267",64.3300018,1997-03-20,RJ,Rio de Janeiro,1997-03-25,Ricardo Adocicados,8,Brazil,1997-04-17,RICAR,2
10482,99362,12 Orchestra Terrace,7.48000002,1997-03-21,WA,Walla Walla,1997-04-10,Lazy K Kountry Store,1,USA,1997-04-18,LAZYK,3
10483,98124,1029 - 12th Ave. S.,15.2799997,1997-03-24,WA,Seattle,1997-04-25,White Clover Markets,7,USA,1997-04-21,WHITC,2
10484,EC2 5NT,Fauntleroy Circus,6.88000011,1997-03-24,SP,London,1997-04-01,B's Beverages,3,UK,1997-04-21,BSBEV,3
10485,4980,Ave. 5 de Mayo Porlamar,64.4499969,1997-03-25,Nueva Esparta,I. de Margarita,1997-03-31,LINO-Delicateses,4,Venezuela,1997-04-08,LINOD,2
10486,5022,Carrera 22 con Ave. Carlos Soublette #8-35,30.5300007,1997-03-26,Táchira,San Cristóbal,1997-04-02,HILARION-Abastos,1,Venezuela,1997-04-23,HILAA,2
10487,05487-020,"Alameda dos Canàrios, 891",71.0699997,1997-03-26,SP,Sao Paulo,1997-03-28,Queen Cozinha,2,Brazil,1997-04-23,QUEEN,2
10488,80805,Berliner Platz 43,4.92999983,1997-03-27,SP,München,1997-04-02,Frankenversand,8,Germany,1997-04-24,FRANK,2
10489,5020,Geislweg 14,5.28999996,1997-03-28,SP,Salzburg,1997-04-09,Piccolo und mehr,6,Austria,1997-04-25,PICCO,2
10490,5022,Carrera 22 con Ave. Carlos Soublette #8-35,210.190002,1997-03-31,Táchira,San Cristóbal,1997-04-03,HILARION-Abastos,7,Venezuela,1997-04-28,HILAA,2
10491,1675,Jardim das rosas n. 32,16.9599991,1997-03-31,SP,Lisboa,1997-04-08,Furia Bacalhau e Frutos do Mar,8,Portugal,1997-04-28,FURIB,3
10492,T2F 8M4,23 Tsawassen Blvd.,62.8899994,1997-04-01,BC,Tsawassen,1997-04-11,Bottom-Dollar Markets,3,Canada,1997-04-29,BOTTM,1
10493,31000,1 rue Alsace-Lorraine,10.6400003,1997-04-02,SP,Toulouse,1997-04-10,La maison d'Asie,4,France,1997-04-30,LAMAI,3
10494,05432-043,"Av. dos Lusíadas, 23",65.9899979,1997-04-02,SP,Sao Paulo,1997-04-09,Comércio Mineiro,4,Brazil,1997-04-30,COMMI,2
10495,V3F 2K1,2319 Elm St.,4.6500001,1997-04-03,BC,Vancouver,1997-04-11,Laughing Bacchus Wine Cellars,3,Canada,1997-05-01,LAUGB,3
10496,05634-030,"Av. Inês de Castro, 414",46.7700005,1997-04-04,SP,Sao Paulo,1997-04-07,Tradiçao Hipermercados,7,Brazil,1997-05-02,TRADH,2
10497,60528,Magazinweg 7,36.2099991,1997-04-04,SP,Frankfurt a.M.,1997-04-07,Lehmanns Marktstand,7,Germany,1997-05-02,LEHMS,1
10498,5022,Carrera 22 con Ave. Carlos Soublette #8-35,29.75,1997-04-07,Táchira,San Cristóbal,1997-04-11,HILARION-Abastos,8,Venezuela,1997-05-05,HILAA,2
10499,3508,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,102.019997,1997-04-08,Lara,Barquisimeto,1997-04-16,LILA-Supermercado,4,Venezuela,1997-05-06,LILAS,2
10500,31000,1 rue Alsace-Lorraine,42.6800003,1997-04-09,SP,Toulouse,1997-04-17,La maison d'Asie,6,France,1997-05-07,LAMAI,1
10501,68306,Forsterstr. 57,8.85000038,1997-04-09,SP,Mannheim,1997-04-16,Blauer See Delikatessen,9,Germany,1997-05-07,BLAUS,3
10502,05033,Calle Dr. Jorge Cash 321,69.3199997,1997-04-10,SP,México D.F.,1997-04-29,Pericles Comidas clásicas,2,Mexico,1997-05-08,PERIC,1
10503,83720,8 Johnstown Road,16.7399998,1997-04-11,Co. Cork,Cork,1997-04-16,Hungry Owl All-Night Grocers,6,Ireland,1997-05-09,HUNGO,2
10504,98124,1029 - 12th Ave. S.,59.1300011,1997-04-11,WA,Seattle,1997-04-18,White Clover Markets,4,USA,1997-05-09,WHITC,3
10505,H1J 1C3,43 rue St. Laurent,7.13000011,1997-04-14,Québec,Montréal,1997-04-21,Mère Paillarde,3,Canada,1997-05-12,MEREP,3
10506,14776,Maubelstr. 90,21.1900005,1997-04-15,SP,Brandenburg,1997-05-02,Königlich Essen,9,Germany,1997-05-13,KOENE,2
10507,05023,Mataderos  2312,47.4500008,1997-04-15,SP,México D.F.,1997-04-22,Antonio Moreno Taquería,7,Mexico,1997-05-13,ANTON,1
10508,50739,Mehrheimerstr. 369,4.98999977,1997-04-16,SP,Köln,1997-05-13,Ottilies Käseladen,1,Germany,1997-05-14,OTTIK,2
10509,68306,Forsterstr. 57,0.150000006,1997-04-17,SP,Mannheim,1997-04-29,Blauer See Delikatessen,4,Germany,1997-05-15,BLAUS,1
10510,83720,187 Suffolk Ln.,367.630005,1997-04-18,ID,Boise,1997-04-28,Save-a-lot Markets,6,USA,1997-05-16,SAVEA,3
10511,13008,"12, rue des Bouchers",350.640015,1997-04-18,SP,Marseille,1997-04-21,Bon app',4,France,1997-05-16,BONAP,3
10512,05442-030,"Rua Orós, 92",3.52999997,1997-04-21,SP,Sao Paulo,1997-04-24,Familia Arquibaldo,7,Brazil,1997-05-19,FAMIA,2
10513,70563,Adenauerallee 900,105.650002,1997-04-22,SP,Stuttgart,1997-04-28,Die Wandernde Kuh,7,Germany,1997-06-03,WANDK,1
10514,8010,Kirchgasse 6,789.950012,1997-04-22,SP,Graz,1997-05-16,Ernst Handel,3,Austria,1997-05-20,ERNSH,2
10515,01307,Taucherstraße 10,204.470001,1997-04-23,SP,Cunewalde,1997-05-23,QUICK-Stop,2,Germany,1997-05-07,QUICK,1
10516,83720,8 Johnstown Road,62.7799988,1997-04-24,Co. Cork,Cork,1997-05-01,Hungry Owl All-Night Grocers,2,Ireland,1997-05-22,HUNGO,3
10517,SW7 1RZ,South House 300 Queensbridge,32.0699997,1997-04-24,SP,London,1997-04-29,North/South,3,UK,1997-05-22,NORTS,3
10518,05033,Avda. Azteca 123,218.149994,1997-04-25,SP,México D.F.,1997-05-05,Tortuga Restaurante,4,Mexico,1997-05-09,TORTU,2
10519,3012,Hauptstr. 31,91.7600021,1997-04-28,SP,Bern,1997-05-01,Chop-suey Chinese,6,Switzerland,1997-05-26,CHOPS,3
10520,4110,Erling Skakkes gate 78,13.3699999,1997-04-29,SP,Stavern,1997-05-01,Santé Gourmet,7,Norway,1997-05-27,SANTG,1
10521,1010,Cerrito 333,17.2199993,1997-04-29,SP,Buenos Aires,1997-05-02,Cactus Comidas para llevar,8,Argentina,1997-05-27,CACTU,2
10522,60528,Magazinweg 7,45.3300018,1997-04-30,SP,Frankfurt a.M.,1997-05-06,Lehmanns Marktstand,4,Germany,1997-05-28,LEHMS,1
10523,OX15 4NB,90 Wadhurst Rd.,77.6299973,1997-05-01,SP,London,1997-05-30,Seven Seas Imports,7,UK,1997-05-29,SEVES,2
10524,S-958 22,Berguvsvägen  8,244.789993,1997-05-01,SP,Luleå,1997-05-07,Berglunds snabbköp,1,Sweden,1997-05-29,BERGS,2
10525,13008,"12, rue des Bouchers",11.0600004,1997-05-02,SP,Marseille,1997-05-23,Bon app',1,France,1997-05-30,BONAP,2
10526,90110,Torikatu 38,58.5900002,1997-05-05,SP,Oulu,1997-05-15,Wartian Herkku,4,Finland,1997-06-02,WARTH,2
10527,01307,Taucherstraße 10,41.9000015,1997-05-05,SP,Cunewalde,1997-05-07,QUICK-Stop,7,Germany,1997-06-02,QUICK,1
10528,97403,2732 Baker Blvd.,3.3499999,1997-05-06,OR,Eugene,1997-05-09,Great Lakes Food Market,6,USA,1997-05-20,GREAL,2
10529,B-1180,Rue Joseph-Bens 532,66.6900024,1997-05-07,SP,Bruxelles,1997-05-09,Maison Dewey,5,Belgium,1997-06-04,MAISD,2
10530,5020,Geislweg 14,339.220001,1997-05-08,SP,Salzburg,1997-05-12,Piccolo und mehr,3,Austria,1997-06-05,PICCO,2
10531,1010,Ing. Gustavo Moncada 8585 Piso 20-A,8.11999989,1997-05-08,SP,Buenos Aires,1997-05-19,Océano Atlántico Ltda.,7,Argentina,1997-06-05,OCEAN,1
10532,WX3 6FW,35 King George,74.4599991,1997-05-09,SP,London,1997-05-12,Eastern Connection,7,UK,1997-06-06,EASTC,3
10533,S-844 67,Åkergatan 24,188.039993,1997-05-12,SP,Bräcke,1997-05-22,Folk och fä HB,8,Sweden,1997-06-09,FOLKO,1
10534,60528,Magazinweg 7,27.9400005,1997-05-12,SP,Frankfurt a.M.,1997-05-14,Lehmanns Marktstand,8,Germany,1997-06-09,LEHMS,2
10535,05023,Mataderos  2312,15.6400003,1997-05-13,SP,México D.F.,1997-05-21,Antonio Moreno Taquería,4,Mexico,1997-06-10,ANTON,1
10536,60528,Magazinweg 7,58.8800011,1997-05-14,SP,Frankfurt a.M.,1997-06-06,Lehmanns Marktstand,3,Germany,1997-06-11,LEHMS,2
10537,1204,Starenweg 5,78.8499985,1997-05-14,SP,Genève,1997-05-19,Richter Supermarkt,1,Switzerland,1997-05-28,RICSU,1
10538,EC2 5NT,Fauntleroy Circus,4.86999989,1997-05-15,SP,London,1997-05-16,B's Beverages,9,UK,1997-06-12,BSBEV,3
10539,EC2 5NT,Fauntleroy Circus,12.3599997,1997-05-16,SP,London,1997-05-23,B's Beverages,6,UK,1997-06-13,BSBEV,3
10540,01307,Taucherstraße 10,1007.64001,1997-05-19,SP,Cunewalde,1997-06-13,QUICK-Stop,3,Germany,1997-06-16,QUICK,3
10541,05454-876,"Rua do Paço, 67",68.6500015,1997-05-19,RJ,Rio de Janeiro,1997-05-29,Hanari Carnes,2,Brazil,1997-06-16,HANAR,1
10542,14776,Maubelstr. 90,10.9499998,1997-05-20,SP,Brandenburg,1997-05-26,Königlich Essen,1,Germany,1997-06-17,KOENE,3
10543,3508,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,48.1699982,1997-05-21,Lara,Barquisimeto,1997-05-23,LILA-Supermercado,8,Venezuela,1997-06-18,LILAS,2
10544,97219,89 Chiaroscuro Rd.,24.9099998,1997-05-21,OR,Portland,1997-05-30,Lonesome Pine Restaurant,4,USA,1997-06-18,LONEP,1
10545,99362,12 Orchestra Terrace,11.9200001,1997-05-22,WA,Walla Walla,1997-06-26,Lazy K Kountry Store,8,USA,1997-06-19,LAZYK,2
10546,69004,"2, rue du Commerce",194.720001,1997-05-23,SP,Lyon,1997-05-27,Victuailles en stock,1,France,1997-06-20,VICTE,3
10547,OX15 4NB,90 Wadhurst Rd.,178.429993,1997-05-23,SP,London,1997-06-02,Seven Seas Imports,3,UK,1997-06-20,SEVES,2
10548,44087,Luisenstr. 48,1.42999995,1997-05-26,SP,Münster,1997-06-02,Toms Spezialitäten,3,Germany,1997-06-23,TOMSP,2
10549,01307,Taucherstraße 10,171.240005,1997-05-27,SP,Cunewalde,1997-05-30,QUICK-Stop,5,Germany,1997-06-10,QUICK,1
10550,41101,"C/ Romero, 33",4.32000017,1997-05-28,SP,Sevilla,1997-06-06,Godos Cocina Típica,7,Spain,1997-06-25,GODOS,3
10551,1675,Jardim das rosas n. 32,72.9499969,1997-05-28,SP,Lisboa,1997-06-06,Furia Bacalhau e Frutos do Mar,4,Portugal,1997-07-09,FURIB,3
10552,5022,Carrera 22 con Ave. Carlos Soublette #8-35,83.2200012,1997-05-29,Táchira,San Cristóbal,1997-06-05,HILARION-Abastos,2,Venezuela,1997-06-26,HILAA,1
10553,90110,Torikatu 38,149.490005,1997-05-30,SP,Oulu,1997-06-03,Wartian Herkku,2,Finland,1997-06-27,WARTH,2
10554,50739,Mehrheimerstr. 369,120.970001,1997-05-30,SP,Köln,1997-06-05,Ottilies Käseladen,4,Germany,1997-06-27,OTTIK,3
10555,83720,187 Suffolk Ln.,252.490005,1997-06-02,ID,Boise,1997-06-04,Save-a-lot Markets,6,USA,1997-06-30,SAVEA,3
10556,1734,Vinbæltet 34,9.80000019,1997-06-03,SP,Kobenhavn,1997-06-13,Simons bistro,2,Denmark,1997-07-15,SIMOB,1
10557,60528,Magazinweg 7,96.7200012,1997-06-03,SP,Frankfurt a.M.,1997-06-06,Lehmanns Marktstand,9,Germany,1997-06-17,LEHMS,2
10558,CO7 6JX,Brook Farm Stratford St. Mary,72.9700012,1997-06-04,Essex,Colchester,1997-06-10,Around the Horn,1,UK,1997-07-02,AROUT,2
10559,67000,"24, place Kléber",8.05000019,1997-06-05,SP,Strasbourg,1997-06-13,Blondel père et fils,6,France,1997-07-03,BLONP,1
10560,80805,Berliner Platz 43,36.6500015,1997-06-06,SP,München,1997-06-09,Frankenversand,8,Germany,1997-07-04,FRANK,1
10561,S-844 67,Åkergatan 24,242.210007,1997-06-06,SP,Bräcke,1997-06-09,Folk och fä HB,2,Sweden,1997-07-04,FOLKO,2
10562,42100,Strada Provinciale 124,22.9500008,1997-06-09,SP,Reggio Emilia,1997-06-12,Reggiani Caseifici,1,Italy,1997-07-07,REGGC,1
10563,02389-890,"Av. Copacabana, 267",60.4300003,1997-06-10,RJ,Rio de Janeiro,1997-06-24,Ricardo Adocicados,2,Brazil,1997-07-22,RICAR,2
10564,87110,2817 Milton Dr.,13.75,1997-06-10,NM,Albuquerque,1997-06-16,Rattlesnake Canyon Grocery,4,USA,1997-07-08,RATTC,3
10565,H1J 1C3,43 rue St. Laurent,7.1500001,1997-06-11,Québec,Montréal,1997-06-18,Mère Paillarde,8,Canada,1997-07-09,MEREP,2
10566,67000,"24, place Kléber",88.4000015,1997-06-12,SP,Strasbourg,1997-06-18,Blondel père et fils,9,France,1997-07-10,BLONP,1
10567,83720,8 Johnstown Road,33.9700012,1997-06-12,Co. Cork,Cork,1997-06-17,Hungry Owl All-Night Grocers,1,Ireland,1997-07-10,HUNGO,1
10568,8022,"Rambla de Cataluña, 23",6.53999996,1997-06-13,SP,Barcelona,1997-07-09,Galería del gastronómo,3,Spain,1997-07-11,GALED,3
10569,87110,2817 Milton Dr.,58.9799995,1997-06-16,NM,Albuquerque,1997-07-11,Rattlesnake Canyon Grocery,5,USA,1997-07-14,RATTC,1
10570,H1J 1C3,43 rue St. Laurent,188.990005,1997-06-17,Québec,Montréal,1997-06-19,Mère Paillarde,3,Canada,1997-07-15,MEREP,3
10571,8010,Kirchgasse 6,26.0599995,1997-06-17,SP,Graz,1997-07-04,Ernst Handel,8,Austria,1997-07-29,ERNSH,3
10572,S-958 22,Berguvsvägen  8,116.43,1997-06-18,SP,Luleå,1997-06-25,Berglunds snabbköp,3,Sweden,1997-07-16,BERGS,2
10573,05023,Mataderos  2312,84.8399963,1997-06-19,SP,México D.F.,1997-06-20,Antonio Moreno Taquería,7,Mexico,1997-07-17,ANTON,3
10574,98034,722 DaVinci Blvd.,37.5999985,1997-06-19,WA,Kirkland,1997-06-30,Trail's Head Gourmet Provisioners,4,USA,1997-07-17,TRAIH,2
10575,04179,Heerstr. 22,127.339996,1997-06-20,SP,Leipzig,1997-06-30,Morgenstern Gesundkost,5,Germany,1997-07-04,MORGK,1
10576,05033,Avda. Azteca 123,18.5599995,1997-06-23,SP,México D.F.,1997-06-30,Tortuga Restaurante,3,Mexico,1997-07-07,TORTU,3
10577,98034,722 DaVinci Blvd.,25.4099998,1997-06-23,WA,Kirkland,1997-06-30,Trail's Head Gourmet Provisioners,9,USA,1997-08-04,TRAIH,2
10578,EC2 5NT,Fauntleroy Circus,29.6000004,1997-06-24,SP,London,1997-07-25,B's Beverages,4,UK,1997-07-22,BSBEV,3
10579,94117,87 Polk St. Suite 5,13.7299995,1997-06-25,CA,San Francisco,1997-07-04,Let's Stop N Shop,1,USA,1997-07-23,LETSS,2
10580,50739,Mehrheimerstr. 369,75.8899994,1997-06-26,SP,Köln,1997-07-01,Ottilies Käseladen,4,Germany,1997-07-24,OTTIK,3
10581,05442-030,"Rua Orós, 92",3.00999999,1997-06-26,SP,Sao Paulo,1997-07-02,Familia Arquibaldo,3,Brazil,1997-07-24,FAMIA,1
10582,68306,Forsterstr. 57,27.7099991,1997-06-27,SP,Mannheim,1997-07-14,Blauer See Delikatessen,3,Germany,1997-07-25,BLAUS,2
10583,90110,Torikatu 38,7.28000021,1997-06-30,SP,Oulu,1997-07-04,Wartian Herkku,2,Finland,1997-07-28,WARTH,2
10584,67000,"24, place Kléber",59.1399994,1997-06-30,SP,Strasbourg,1997-07-04,Blondel père et fils,4,France,1997-07-28,BLONP,1
10585,08737-363,"Rua do Mercado, 12",13.4099998,1997-07-01,SP,Resende,1997-07-10,Wellington Importadora,7,Brazil,1997-07-29,WELLI,1
10586,42100,Strada Provinciale 124,0.479999989,1997-07-02,SP,Reggio Emilia,1997-07-09,Reggiani Caseifici,9,Italy,1997-07-30,REGGC,1
10587,02389-673,"Rua da Panificadora, 12",62.5200005,1997-07-02,RJ,Rio de Janeiro,1997-07-09,Que Delícia,1,Brazil,1997-07-30,QUEDE,1
10588,01307,Taucherstraße 10,194.669998,1997-07-03,SP,Cunewalde,1997-07-10,QUICK-Stop,2,Germany,1997-07-31,QUICK,3
10589,97403,2732 Baker Blvd.,4.42000008,1997-07-04,OR,Eugene,1997-07-14,Great Lakes Food Market,8,USA,1997-08-01,GREAL,2
10590,H1J 1C3,43 rue St. Laurent,44.7700005,1997-07-07,Québec,Montréal,1997-07-14,Mère Paillarde,4,Canada,1997-08-04,MEREP,3
10591,8200,Smagsloget 45,55.9199982,1997-07-07,SP,Århus,1997-07-16,Vaffeljernet,1,Denmark,1997-07-21,VAFFE,1
10592,60528,Magazinweg 7,32.0999985,1997-07-08,SP,Frankfurt a.M.,1997-07-16,Lehmanns Marktstand,3,Germany,1997-08-05,LEHMS,1
10593,60528,Magazinweg 7,174.199997,1997-07-09,SP,Frankfurt a.M.,1997-08-13,Lehmanns Marktstand,7,Germany,1997-08-06,LEHMS,2
10594,99508,2743 Bering St.,5.23999977,1997-07-09,AK,Anchorage,1997-07-16,Old World Delicatessen,3,USA,1997-08-06,OLDWO,2
10595,8010,Kirchgasse 6,96.7799988,1997-07-10,SP,Graz,1997-07-14,Ernst Handel,2,Austria,1997-08-07,ERNSH,1
10596,98124,1029 - 12th Ave. S.,16.3400002,1997-07-11,WA,Seattle,1997-08-12,White Clover Markets,8,USA,1997-08-08,WHITC,1
10597,5020,Geislweg 14,35.1199989,1997-07-11,SP,Salzburg,1997-07-18,Piccolo und mehr,7,Austria,1997-08-08,PICCO,3
10598,87110,2817 Milton Dr.,44.4199982,1997-07-14,NM,Albuquerque,1997-07-18,Rattlesnake Canyon Grocery,1,USA,1997-08-11,RATTC,3
